Severity,temperature,humidity,visibility,wind_speed,weather,Junction,traffic_signal
3,62.1,80.0,10.0,9.2,2,0,0
2,59.0,75.0,10.0,8.1,2,0,0
2,59.0,75.0,10.0,8.1,2,1,0
3,75.0,40.0,10.0,8.1,2,0,0
2,62.6,72.0,10.0,4.6,2,0,0
3,64.0,67.0,10.0,6.9,2,0,0
3,79.0,36.0,10.0,8.1,2,1,0
3,79.0,36.0,10.0,8.1,2,0,0
2,55.0,100.0,8.0,3.5,27,0,0
2,62.6,68.0,10.0,6.9,2,0,0
2,55.9,87.0,10.0,19.6,28,0,0
3,60.1,83.0,10.0,9.2,2,0,0
2,62.6,82.0,10.0,8.1,2,0,0
3,73.0,42.0,10.0,4.6,2,1,0
3,66.0,73.0,10.0,8.1,2,0,0
3,71.1,42.0,10.0,3.5,2,0,0
2,73.0,48.0,10.0,4.6,2,0,0
2,78.8,34.0,10.0,6.9,2,0,1
2,78.8,34.0,10.0,6.9,2,0,0
2,75.0,43.0,10.0,6.9,2,1,0
2,75.0,43.0,10.0,6.9,2,0,0
2,57.2,77.0,10.0,11.5,2,0,0
2,60.1,83.0,10.0,9.2,2,0,0
3,62.1,72.0,10.0,6.9,2,0,0
3,62.1,72.0,10.0,6.9,2,1,0
2,62.1,72.0,10.0,6.9,2,0,0
3,66.0,73.0,10.0,8.1,2,0,0
2,73.4,41.0,10.0,8.1,2,0,0
2,62.6,82.0,10.0,8.1,2,0,0
2,55.0,86.0,10.0,6.9,2,0,0
2,60.1,83.0,10.0,9.2,2,0,0
2,62.1,72.0,10.0,6.9,2,0,0
2,79.0,35.0,10.0,8.1,2,0,0
2,62.6,82.0,10.0,8.1,2,0,0
2,54.0,90.0,10.0,4.6,2,0,0
3,55.9,87.0,10.0,17.3,28,0,0
3,60.1,75.0,10.0,5.8,2,0,0
2,64.9,75.0,10.0,6.9,2,0,1
2,54.0,90.0,10.0,4.6,2,0,0
2,53.6,88.0,10.0,10.4,2,0,0
2,53.6,88.0,10.0,10.4,2,0,0
2,59.0,78.0,10.0,6.9,2,0,0
2,64.0,75.0,10.0,3.5,2,0,0
2,55.0,93.0,6.0,5.8,27,0,0
2,57.2,88.0,10.0,3.5,2,0,0
2,53.1,93.0,10.0,5.8,2,0,0
2,53.6,88.0,10.0,9.2,2,0,0
3,62.1,72.0,10.0,4.6,2,0,0
3,62.1,72.0,10.0,4.6,2,0,0
2,59.0,78.0,10.0,6.9,2,0,0
2,59.0,78.0,10.0,6.9,2,0,1
2,72.0,41.0,10.0,6.9,2,0,0
2,57.2,88.0,10.0,3.5,2,0,0
3,55.0,89.0,10.0,11.5,28,0,0
2,64.4,68.0,10.0,6.9,2,0,0
3,66.2,56.0,10.0,6.9,2,0,0
3,57.0,89.0,9.0,8.1,33,0,0
3,64.9,56.0,10.0,8.1,2,0,0
2,57.0,89.0,9.0,8.1,33,0,0
2,54.0,90.0,9.0,12.7,33,1,0
2,54.0,90.0,9.0,12.7,33,0,0
2,59.0,88.0,4.0,5.8,27,0,0
2,54.0,90.0,8.0,9.2,28,0,1
2,60.1,83.0,5.0,5.8,9,0,0
3,71.6,46.0,10.0,4.6,2,0,0
3,64.9,70.0,9.0,5.8,2,0,0
2,82.4,19.0,10.0,3.5,2,0,0
2,73.4,41.0,10.0,3.5,2,0,0
2,80.1,31.0,10.0,3.5,2,1,0
3,80.1,30.0,10.0,5.8,2,0,0
2,80.6,32.0,10.0,4.6,2,0,0
2,84.0,27.0,10.0,3.5,2,1,0
2,86.0,22.0,8.0,4.6,2,0,1
2,90.0,24.0,10.0,4.6,2,0,0
3,89.6,18.0,7.0,5.8,2,0,0
3,90.0,22.0,10.0,4.6,2,0,0
3,89.6,18.0,7.0,5.8,2,0,0
3,90.0,22.0,10.0,4.6,2,0,0
2,90.0,24.0,10.0,4.6,2,1,0
3,77.0,48.0,10.0,11.5,28,0,1
2,77.0,50.0,10.0,6.9,28,0,0
2,91.4,17.0,10.0,9.2,2,0,0
2,93.0,17.0,10.0,5.8,2,0,0
2,91.4,17.0,10.0,9.2,2,0,1
3,93.0,17.0,10.0,5.8,2,0,0
2,91.4,17.0,10.0,9.2,2,0,0
2,88.0,27.0,10.0,5.8,2,0,0
2,84.0,32.0,10.0,8.1,28,0,0
2,90.0,20.0,10.0,6.9,2,0,0
3,84.0,32.0,10.0,8.1,28,0,0
3,77.0,42.0,10.0,11.5,2,0,0
2,95.0,22.0,10.0,6.9,2,0,0
3,97.0,13.0,10.0,6.9,2,0,0
2,93.2,19.0,10.0,4.6,28,0,0
2,93.2,14.0,8.0,3.5,2,0,0
2,86.0,12.0,10.0,9.2,2,0,0
3,96.1,14.0,10.0,11.5,2,0,0
3,82.0,38.0,10.0,9.2,2,0,0
3,75.9,45.0,10.0,9.2,2,0,0
3,77.0,54.0,10.0,11.5,2,1,0
2,93.9,19.0,10.0,5.8,2,0,0
2,93.2,14.0,9.0,4.6,2,0,0
3,93.9,19.0,10.0,5.8,2,0,0
2,93.2,15.0,9.0,4.6,2,0,0
3,93.2,15.0,9.0,4.6,2,0,0
2,91.9,16.0,10.0,4.6,2,0,0
2,93.2,14.0,9.0,6.9,2,0,1
2,93.2,14.0,9.0,6.9,2,0,1
2,93.2,14.0,9.0,6.9,2,0,0
2,84.9,27.0,10.0,3.5,2,0,0
2,84.9,27.0,10.0,3.5,2,0,1
2,84.9,27.0,10.0,3.5,2,0,0
2,72.0,59.0,10.0,6.9,2,0,0
3,64.4,77.0,10.0,11.5,2,0,0
3,79.0,28.0,10.0,4.6,2,0,0
3,80.1,32.0,10.0,9.2,2,0,0
2,75.9,43.0,10.0,3.5,2,0,0
3,82.4,25.0,10.0,4.6,2,0,0
2,73.9,46.0,10.0,4.6,2,0,0
2,82.4,25.0,10.0,4.6,2,0,1
3,77.0,29.0,10.0,4.6,2,1,0
3,62.1,72.0,10.0,3.5,2,0,0
3,62.1,72.0,10.0,3.5,2,0,0
2,75.2,21.0,10.0,6.9,2,0,1
2,57.9,81.0,10.0,5.8,2,0,0
3,63.0,78.0,10.0,3.5,2,0,0
3,57.2,77.0,10.0,4.6,2,0,0
3,62.1,75.0,10.0,3.5,2,0,0
3,57.9,84.0,10.0,3.5,2,0,0
2,57.2,77.0,10.0,4.6,2,0,0
2,53.1,86.0,10.0,3.5,2,0,1
2,54.0,80.0,7.0,4.6,36,0,0
3,70.0,49.0,10.0,3.5,2,0,0
3,73.9,30.0,10.0,3.5,2,0,0
2,81.0,34.0,10.0,3.5,2,0,0
2,78.1,42.0,10.0,3.5,28,0,0
2,82.0,26.0,10.0,3.5,2,0,1
2,77.0,43.0,10.0,5.8,2,0,1
2,77.0,43.0,10.0,5.8,2,0,0
2,88.0,23.0,10.0,4.6,2,0,0
2,84.9,32.0,10.0,4.6,2,0,0
2,82.0,34.0,10.0,5.8,2,0,0
3,84.9,31.0,10.0,6.9,28,1,0
3,84.9,31.0,10.0,6.9,28,1,0
2,90.0,22.0,10.0,4.6,2,0,0
3,91.0,22.0,10.0,4.6,2,0,0
2,91.4,21.0,4.0,4.6,9,0,1
3,84.9,31.0,10.0,6.9,28,0,0
2,91.0,18.0,10.0,4.6,2,0,0
2,73.9,66.0,10.0,4.6,2,0,0
2,95.0,19.0,10.0,3.5,2,0,0
2,91.4,21.0,10.0,11.5,2,1,0
2,93.2,15.0,10.0,5.8,2,0,1
2,96.1,14.0,10.0,3.5,2,0,0
2,96.1,14.0,10.0,3.5,2,0,0
2,89.6,15.0,10.0,6.9,2,0,0
2,89.6,15.0,10.0,6.9,2,0,0
2,96.1,16.0,10.0,4.6,2,0,0
2,96.1,16.0,10.0,4.6,2,0,0
3,96.1,14.0,10.0,3.5,2,0,0
3,96.1,16.0,10.0,4.6,2,0,0
3,77.0,65.0,10.0,8.1,2,0,0
3,84.9,38.0,10.0,6.9,2,0,0
3,88.0,25.0,10.0,6.9,2,0,0
3,87.1,27.0,10.0,9.2,2,0,0
3,95.0,13.0,10.0,8.1,2,0,0
2,89.6,13.0,10.0,8.1,2,0,0
2,86.0,43.0,10.0,11.5,2,0,0
3,98.1,13.0,10.0,5.8,2,0,0
3,86.0,36.0,10.0,12.7,2,0,0
3,86.0,43.0,10.0,11.5,2,0,0
3,98.1,16.0,10.0,5.8,2,0,0
2,95.0,13.0,10.0,4.6,2,0,0
3,87.1,31.0,10.0,9.2,2,1,0
3,96.8,14.0,9.0,3.5,2,1,0
2,96.1,16.0,10.0,3.5,2,0,0
2,96.8,15.0,10.0,4.6,2,0,0
2,99.0,14.0,10.0,4.6,2,0,0
3,95.0,18.0,10.0,5.8,2,0,0
3,96.8,15.0,10.0,4.6,2,0,0
3,90.0,21.0,10.0,4.6,2,1,0
2,84.9,31.0,10.0,8.1,28,0,0
2,75.2,29.0,10.0,3.5,2,0,0
2,87.8,21.0,10.0,5.8,2,0,0
3,73.0,61.0,10.0,3.5,2,1,0
2,77.0,32.0,10.0,3.5,2,0,0
3,73.0,55.0,10.0,5.8,2,0,0
2,75.9,37.0,10.0,4.6,2,0,0
2,73.0,51.0,10.0,10.4,2,0,0
3,64.0,73.0,10.0,3.5,2,0,0
3,66.0,84.0,10.0,6.9,2,1,1
2,64.4,40.0,10.0,3.5,2,0,0
2,64.0,73.0,10.0,3.5,2,1,0
2,66.0,84.0,10.0,6.9,2,0,1
2,66.2,40.0,10.0,4.6,2,0,0
2,62.6,55.0,10.0,4.6,2,0,0
3,61.5,74.0,10.0,4.6,2,0,0
2,62.6,55.0,10.0,4.6,2,0,0
3,78.8,28.0,9.0,8.1,2,0,0
2,73.0,37.0,10.0,8.1,2,0,0
2,72.0,48.0,10.0,4.6,2,0,0
3,81.0,39.0,10.0,1.2,2,1,0
3,82.0,37.0,10.0,3.5,2,1,0
2,77.0,50.0,10.0,3.5,2,0,1
3,82.4,26.0,10.0,5.8,2,0,0
2,79.0,35.0,10.0,3.5,2,0,0
2,75.2,69.0,10.0,4.6,25,0,0
2,73.4,78.0,10.0,9.2,2,0,1
2,82.9,24.0,9.0,3.5,2,0,0
2,82.9,24.0,9.0,3.5,2,0,0
2,72.0,68.0,10.0,4.6,25,0,0
2,81.0,45.0,10.0,8.1,2,0,0
3,77.0,58.0,10.0,6.9,25,0,0
2,82.9,37.0,10.0,4.6,2,0,0
2,86.0,27.0,9.0,4.6,2,0,0
3,77.0,58.0,10.0,6.9,25,0,0
3,77.0,58.0,10.0,6.9,25,0,0
2,84.2,27.0,10.0,4.6,2,1,0
2,79.0,39.0,10.0,8.1,2,0,0
3,77.0,58.0,10.0,6.9,25,1,0
2,78.1,48.0,10.0,3.5,2,0,0
3,79.0,54.0,10.0,4.6,2,0,0
3,79.0,54.0,10.0,4.6,2,0,0
2,84.2,27.0,10.0,4.6,2,1,0
3,86.0,27.0,9.0,4.6,2,0,0
2,81.0,45.0,10.0,8.1,2,0,1
2,86.0,27.0,10.0,3.5,2,0,0
2,82.9,37.0,10.0,4.6,2,0,0
3,86.0,27.0,10.0,4.6,2,0,0
3,80.1,42.0,10.0,5.8,25,1,0
2,73.0,71.0,10.0,5.8,25,0,1
2,89.6,24.0,9.0,4.6,2,0,0
3,77.0,61.0,10.0,5.8,25,0,0
3,89.6,21.0,9.0,8.1,2,0,0
3,89.1,24.0,10.0,4.6,2,0,0
3,89.1,24.0,10.0,4.6,2,0,0
2,89.1,27.0,10.0,3.5,2,0,0
2,91.4,15.0,10.0,6.9,2,0,0
2,87.8,38.0,7.0,5.8,2,1,0
2,80.1,42.0,10.0,5.8,25,0,0
2,82.9,42.0,10.0,4.6,2,0,0
3,81.0,41.0,10.0,4.6,2,0,0
2,90.0,28.0,10.0,4.6,2,1,0
2,89.6,36.0,5.0,5.8,9,1,0
2,78.8,51.0,10.0,8.1,25,0,0
3,93.0,27.0,10.0,5.8,2,1,0
3,87.1,31.0,10.0,9.2,2,0,0
2,91.9,27.0,10.0,6.9,2,0,0
2,95.0,19.0,10.0,4.6,2,0,0
2,77.0,58.0,10.0,6.9,25,1,0
2,79.0,42.0,10.0,9.2,2,0,0
2,77.0,58.0,10.0,6.9,25,0,0
3,87.1,31.0,10.0,9.2,2,1,0
2,91.9,27.0,10.0,6.9,2,0,0
2,93.9,21.0,10.0,5.8,2,0,1
2,93.2,14.0,10.0,10.4,2,0,1
3,99.0,13.0,10.0,5.8,2,0,0
2,97.0,19.0,10.0,3.5,28,0,0
2,91.4,12.0,10.0,10.4,2,1,0
2,78.1,58.0,10.0,5.8,33,0,0
3,90.0,21.0,10.0,8.1,2,1,0
2,95.0,18.0,10.0,8.1,2,0,1
3,93.2,12.0,10.0,9.2,2,1,0
3,95.0,21.0,10.0,9.2,2,0,0
2,82.0,34.0,10.0,9.2,2,0,0
2,82.0,34.0,10.0,9.2,2,0,0
2,98.1,13.0,10.0,10.4,2,0,0
3,100.0,15.0,10.0,9.2,2,0,0
2,95.0,15.0,8.0,6.9,2,0,0
3,84.9,34.0,10.0,12.7,33,0,0
3,90.0,30.0,10.0,13.8,33,0,0
2,95.0,13.0,10.0,6.9,2,0,1
3,93.9,21.0,10.0,8.1,2,0,1
3,99.0,21.0,10.0,9.2,2,1,0
2,75.0,55.0,10.0,10.4,2,0,0
3,84.0,35.0,10.0,15.0,33,0,0
2,91.0,23.0,10.0,11.5,2,0,0
3,84.0,35.0,10.0,15.0,33,0,0
3,97.0,18.0,10.0,5.8,2,0,0
2,93.9,27.0,10.0,11.5,28,0,0
2,95.0,26.0,10.0,6.9,2,0,1
2,80.1,45.0,10.0,10.4,2,0,0
3,100.0,15.0,10.0,11.5,2,0,0
3,102.9,8.0,10.0,3.5,25,0,0
2,80.1,45.0,10.0,10.4,2,0,0
2,87.1,23.0,10.0,15.0,2,0,0
2,84.0,37.0,10.0,8.1,2,0,0
2,98.6,12.0,9.0,5.8,2,0,0
2,100.0,11.0,10.0,4.6,2,0,0
3,98.6,10.0,10.0,4.6,2,0,0
2,98.6,12.0,10.0,6.9,2,0,1
3,99.0,20.0,10.0,5.8,2,0,0
2,91.4,28.0,10.0,8.1,2,1,0
2,89.1,29.0,10.0,10.4,28,0,0
3,75.9,58.0,10.0,8.1,33,0,0
2,87.1,32.0,10.0,13.8,25,0,0
3,87.1,32.0,10.0,13.8,25,1,0
3,87.1,32.0,10.0,13.8,25,0,0
2,87.8,25.0,10.0,4.6,2,0,0
3,96.8,19.0,10.0,6.9,2,0,0
2,81.0,45.0,10.0,6.9,2,0,0
2,95.0,22.0,10.0,10.4,2,0,0
3,73.0,61.0,10.0,11.5,33,0,0
3,73.0,61.0,10.0,11.5,33,0,0
2,79.0,36.0,10.0,13.8,2,0,0
3,93.2,20.0,10.0,5.8,2,0,0
2,90.0,26.0,10.0,5.8,2,0,0
2,75.9,52.0,10.0,5.8,2,0,0
3,91.0,26.0,10.0,6.9,2,1,0
2,64.0,78.0,10.0,8.1,2,0,0
3,93.2,21.0,10.0,5.8,2,0,0
2,75.9,52.0,10.0,5.8,2,0,1
2,90.0,26.0,10.0,5.8,2,0,0
3,91.4,29.0,10.0,6.9,2,0,0
3,90.0,26.0,10.0,5.8,2,0,0
2,86.0,27.0,10.0,5.8,2,0,0
2,87.8,25.0,10.0,5.8,28,0,0
2,70.0,68.0,10.0,11.5,33,1,0
3,70.0,68.0,10.0,11.5,33,0,0
3,73.9,59.0,10.0,3.5,2,0,0
2,89.6,24.0,10.0,6.9,2,0,0
2,82.4,28.0,10.0,4.6,28,0,0
3,73.9,59.0,10.0,3.5,2,1,0
2,89.6,26.0,10.0,10.4,2,0,0
3,86.0,30.0,10.0,5.8,2,0,0
3,86.0,31.0,10.0,6.9,2,0,0
3,70.0,68.0,10.0,11.5,33,0,0
3,86.0,30.0,10.0,5.8,2,0,0
2,63.0,75.0,10.0,4.6,36,0,0
2,86.0,31.0,10.0,10.4,2,0,0
2,80.6,39.0,10.0,8.1,28,0,1
2,82.0,34.0,10.0,3.5,2,0,0
2,82.0,34.0,10.0,3.5,2,1,0
3,81.0,36.0,10.0,4.6,2,0,0
3,71.6,50.0,10.0,10.4,2,0,0
3,66.9,73.0,10.0,6.9,33,0,0
2,69.1,61.0,10.0,4.6,2,0,0
2,86.0,22.0,10.0,6.9,2,0,1
3,71.6,50.0,10.0,10.4,2,0,1
2,84.2,33.0,10.0,9.2,2,0,0
3,84.2,33.0,10.0,9.2,2,0,0
3,80.6,23.0,10.0,3.5,2,1,0
2,72.0,64.0,10.0,5.8,2,0,0
2,81.0,36.0,10.0,8.1,2,0,0
3,66.9,73.0,10.0,6.9,33,0,0
3,69.1,61.0,10.0,4.6,2,0,0
3,82.0,34.0,10.0,3.5,2,0,0
2,66.0,75.0,10.0,3.5,2,0,0
2,66.0,75.0,10.0,3.5,2,0,0
2,80.1,32.0,10.0,12.7,2,0,0
2,86.0,45.0,10.0,9.2,2,0,0
3,66.0,70.0,10.0,6.9,28,0,0
3,64.0,75.0,10.0,9.2,28,0,0
2,59.0,75.0,10.0,4.6,2,0,0
3,73.0,37.0,10.0,8.1,2,0,0
2,60.8,94.0,10.0,5.8,2,0,0
2,73.4,50.0,10.0,6.9,28,0,1
3,77.0,26.0,10.0,11.5,2,0,0
2,73.4,36.0,10.0,10.4,2,0,1
2,57.2,100.0,5.0,3.5,27,0,0
2,63.0,60.0,10.0,9.2,2,0,0
2,64.0,54.0,10.0,5.8,2,0,0
2,66.9,66.0,10.0,3.5,2,0,0
2,60.1,90.0,10.0,6.9,33,0,0
2,66.2,52.0,8.0,10.4,2,0,0
2,66.0,63.0,10.0,9.2,2,0,0
2,69.1,47.0,10.0,6.9,2,0,0
2,78.1,36.0,10.0,5.8,2,1,0
2,73.4,41.0,7.0,9.2,2,0,0
3,64.4,77.0,10.0,4.6,33,0,0
2,61.0,83.0,5.0,3.5,9,0,0
2,68.0,60.0,10.0,5.8,2,0,1
2,60.8,100.0,5.0,3.5,28,0,0
2,62.1,72.0,8.0,3.5,9,0,0
3,69.1,57.0,10.0,8.1,2,0,0
3,64.9,75.0,10.0,9.2,33,0,0
3,64.9,75.0,10.0,9.2,33,0,0
2,68.0,73.0,10.0,6.9,25,0,0
2,66.9,70.0,10.0,6.9,33,0,0
2,77.0,34.0,9.0,9.2,2,0,1
3,66.9,73.0,10.0,11.5,33,1,0
2,79.0,34.0,10.0,4.6,2,0,1
3,73.9,45.0,10.0,6.9,2,0,0
2,77.0,34.0,9.0,12.7,2,0,0
2,81.0,33.0,10.0,5.8,2,0,0
2,78.1,35.0,10.0,10.4,2,1,0
2,66.9,66.0,10.0,12.7,25,0,0
3,71.1,59.0,10.0,6.9,25,0,0
2,75.9,43.0,10.0,8.1,2,0,1
2,78.1,35.0,10.0,10.4,2,0,0
3,66.9,66.0,10.0,12.7,25,0,0
2,70.0,59.0,10.0,8.1,2,1,0
2,68.0,73.0,10.0,6.9,25,0,0
3,66.9,66.0,10.0,12.7,25,1,0
2,68.0,68.0,10.0,5.8,2,0,0
2,66.9,66.0,10.0,12.7,25,1,0
3,71.1,57.0,10.0,11.5,2,0,0
2,79.0,40.0,10.0,12.7,2,0,0
2,71.1,57.0,10.0,11.5,2,0,0
3,64.4,77.0,10.0,4.6,33,1,0
2,72.0,49.0,10.0,3.5,9,0,0
2,72.0,49.0,10.0,3.5,9,0,0
3,64.9,70.0,10.0,15.0,25,0,0
3,79.0,40.0,10.0,12.7,2,0,1
3,66.9,70.0,10.0,15.0,33,0,1
3,71.1,57.0,10.0,11.5,2,1,0
2,82.4,23.0,9.0,13.8,2,0,0
2,82.4,23.0,9.0,13.8,2,0,1
3,71.1,57.0,10.0,11.5,2,1,0
2,73.9,55.0,10.0,3.5,33,0,0
2,82.4,23.0,9.0,13.8,2,0,1
2,82.4,28.0,10.0,9.2,2,0,0
2,82.4,28.0,10.0,9.2,2,0,1
3,64.4,77.0,10.0,4.6,33,0,0
2,78.8,44.0,10.0,5.8,2,0,0
2,73.9,55.0,10.0,3.5,33,1,0
2,84.2,18.0,10.0,15.0,2,0,1
2,86.0,19.0,10.0,8.1,2,0,0
2,82.4,23.0,10.0,4.6,2,0,0
2,82.4,28.0,10.0,11.5,2,0,0
3,68.0,61.0,9.0,16.1,33,0,0
3,64.4,77.0,10.0,4.6,33,0,0
3,69.1,65.0,10.0,13.8,33,0,0
3,73.9,52.0,10.0,8.1,2,1,0
2,70.0,59.0,10.0,11.5,2,0,0
2,86.0,19.0,10.0,8.1,2,0,0
3,84.9,26.0,10.0,10.4,2,1,0
2,72.0,59.0,9.0,15.0,2,0,0
2,86.0,15.0,10.0,12.7,2,0,1
2,86.0,15.0,10.0,12.7,2,0,0
2,86.0,15.0,10.0,15.0,2,0,0
2,89.1,12.0,10.0,13.8,2,0,0
2,87.1,20.0,10.0,12.7,2,1,0
2,87.1,20.0,10.0,12.7,2,0,1
2,84.2,18.0,10.0,9.2,2,0,0
2,84.2,20.0,10.0,5.8,2,0,0
2,80.6,42.0,6.0,4.6,9,0,0
2,71.6,60.0,10.0,6.9,25,0,0
3,75.9,45.0,10.0,9.2,2,0,0
2,69.1,65.0,10.0,15.0,2,0,0
2,81.0,39.0,10.0,10.4,28,0,0
3,75.9,36.0,10.0,10.4,2,0,1
2,87.1,19.0,10.0,9.2,2,0,0
2,93.0,15.0,10.0,10.4,2,1,0
2,84.9,17.0,10.0,9.2,2,0,0
2,82.0,37.0,10.0,10.4,28,0,0
3,86.2,28.0,10.0,19.6,2,1,0
3,87.1,19.0,10.0,9.2,2,0,0
3,87.1,16.0,10.0,12.7,2,0,0
3,72.0,44.0,10.0,13.8,2,0,0
2,89.1,16.0,10.0,8.1,2,0,0
2,64.9,70.0,9.0,11.5,2,0,0
2,89.6,10.0,10.0,10.4,2,0,0
3,89.6,22.0,10.0,13.8,2,1,0
2,89.6,22.0,10.0,13.8,2,0,0
2,89.6,8.0,10.0,12.7,2,0,0
2,84.9,25.0,10.0,11.5,2,0,0
2,84.9,25.0,10.0,11.5,2,0,0
2,84.2,20.0,10.0,4.6,2,0,0
3,71.1,57.0,10.0,12.7,2,1,0
3,66.9,57.0,10.0,8.1,2,1,0
2,80.6,28.0,10.0,11.5,33,0,0
2,71.1,57.0,10.0,12.7,2,0,0
2,66.0,70.0,10.0,16.1,33,1,0
2,71.6,38.0,10.0,8.1,2,0,0
2,79.0,20.0,10.0,8.1,2,0,0
3,72.0,48.0,10.0,12.7,25,0,0
2,82.4,26.0,10.0,9.2,33,0,0
2,82.4,21.0,10.0,11.5,2,0,0
2,64.4,77.0,10.0,4.6,33,0,0
3,72.0,48.0,10.0,12.7,25,0,0
2,59.0,83.0,7.0,11.5,2,1,0
2,66.9,66.0,10.0,11.5,2,0,0
3,71.6,41.0,10.0,11.5,25,0,0
2,79.0,20.0,10.0,8.1,2,1,0
3,66.0,68.0,10.0,9.2,2,0,0
2,78.8,23.0,10.0,8.1,2,0,0
2,77.0,32.0,10.0,6.9,33,0,0
2,73.9,23.0,10.0,9.2,2,0,0
3,73.9,23.0,10.0,9.2,2,0,0
2,59.0,81.0,9.0,8.1,2,0,0
3,64.4,77.0,10.0,4.6,33,0,0
2,64.0,60.0,10.0,8.1,2,0,1
3,70.0,47.0,10.0,9.2,25,0,0
3,71.6,38.0,10.0,10.4,2,0,0
3,75.0,32.0,10.0,9.2,2,0,0
3,75.0,32.0,10.0,9.2,2,0,0
3,75.2,29.0,10.0,9.2,2,0,0
3,72.0,35.0,10.0,6.9,2,0,0
3,71.1,38.0,10.0,6.9,2,0,0
2,57.0,96.0,8.0,4.6,27,0,0
3,64.4,77.0,10.0,4.6,33,0,0
2,68.0,52.0,10.0,8.1,2,0,0
2,72.0,35.0,10.0,6.9,2,0,0
3,75.2,29.0,10.0,8.1,2,0,0
2,72.0,35.0,10.0,6.9,2,0,0
2,72.0,35.0,10.0,6.9,2,0,0
3,64.4,52.0,10.0,6.9,33,0,0
2,66.0,65.0,10.0,8.1,2,0,0
2,72.0,35.0,10.0,6.9,2,0,0
2,79.0,15.0,10.0,15.0,2,0,0
2,68.0,52.0,10.0,6.9,25,0,0
3,68.0,52.0,10.0,8.1,2,0,0
3,62.1,72.0,10.0,9.2,25,0,0
2,62.1,67.0,10.0,3.5,2,0,0
2,64.4,77.0,10.0,4.6,33,1,0
3,62.1,67.0,10.0,3.5,2,0,0
2,66.2,35.0,10.0,4.6,33,0,0
3,68.0,37.0,10.0,9.2,2,0,0
2,79.0,14.0,10.0,6.9,2,1,0
2,71.6,23.0,10.0,8.1,2,0,1
2,64.4,37.0,10.0,6.9,2,0,1
2,68.0,35.0,10.0,9.2,2,0,1
3,64.9,54.0,10.0,8.1,2,0,0
2,66.2,32.0,10.0,10.4,2,0,0
3,57.0,83.0,10.0,5.8,33,0,0
3,63.0,65.0,10.0,4.6,2,0,0
2,61.0,67.0,10.0,6.9,2,0,0
2,57.9,72.0,10.0,16.1,33,0,0
2,61.0,60.0,10.0,8.1,2,0,0
3,62.1,70.0,10.0,3.5,2,1,0
3,57.9,72.0,10.0,6.9,2,0,0
2,62.6,45.0,10.0,5.8,27,0,0
2,69.1,32.0,10.0,12.7,28,0,0
2,55.9,77.0,10.0,4.6,2,0,0
3,61.0,60.0,10.0,8.1,25,0,0
2,62.6,68.0,10.0,4.6,25,0,0
3,60.1,67.0,10.0,10.4,2,0,0
3,69.1,32.0,10.0,12.7,28,0,0
3,60.8,82.0,10.0,5.8,33,0,0
2,59.0,69.0,10.0,11.5,2,0,0
2,62.1,60.0,10.0,15.0,2,0,0
3,59.0,69.0,10.0,11.5,2,0,0
2,69.1,32.0,10.0,5.8,28,0,0
3,64.0,56.0,10.0,12.7,2,0,0
3,64.9,54.0,10.0,8.1,2,0,0
2,62.1,65.0,10.0,5.8,25,0,0
2,60.8,82.0,7.0,3.5,2,0,0
3,64.4,49.0,6.0,15.0,9,0,0
3,64.0,56.0,10.0,12.7,2,1,0
2,63.0,58.0,10.0,8.1,2,0,0
2,69.1,38.0,10.0,8.1,28,0,0
3,64.0,56.0,10.0,12.7,2,0,0
3,64.4,49.0,8.0,12.7,2,1,0
2,63.0,58.0,10.0,8.1,2,0,0
2,64.0,56.0,10.0,12.7,2,0,0
2,64.0,56.0,10.0,12.7,2,0,0
2,63.0,58.0,10.0,8.1,2,0,0
3,69.1,47.0,10.0,12.7,2,0,0
3,69.1,47.0,10.0,12.7,2,1,0
3,69.8,53.0,10.0,13.8,33,0,0
2,69.1,51.0,10.0,3.5,25,0,0
3,64.9,54.0,10.0,10.4,2,1,0
2,69.8,53.0,10.0,13.8,33,0,0
2,64.0,60.0,10.0,12.7,2,0,1
2,64.0,60.0,10.0,12.7,2,0,1
2,66.9,51.0,10.0,15.0,2,0,0
3,69.1,51.0,10.0,3.5,25,1,0
3,69.8,53.0,10.0,13.8,33,0,0
2,66.9,51.0,10.0,15.0,2,0,0
3,69.1,51.0,10.0,3.5,25,0,0
2,61.0,72.0,10.0,11.5,27,0,0
2,66.2,46.0,8.0,15.0,2,0,0
2,68.0,26.0,10.0,4.6,28,0,0
3,69.8,53.0,10.0,13.8,33,0,0
2,71.1,47.0,10.0,5.8,33,0,0
3,75.0,33.0,10.0,15.0,2,0,0
2,64.4,73.0,5.0,3.5,25,0,0
2,71.1,38.0,10.0,3.5,28,0,0
2,73.4,38.0,10.0,9.2,33,0,0
2,68.0,46.0,10.0,10.4,27,0,0
3,63.0,65.0,10.0,16.1,33,0,0
3,64.9,58.0,10.0,15.0,28,0,0
3,69.1,45.0,10.0,13.8,2,0,0
2,66.9,68.0,10.0,4.6,28,0,0
3,71.1,47.0,10.0,5.8,33,0,0
2,75.0,36.0,10.0,12.7,2,0,0
2,72.0,38.0,10.0,15.0,2,0,0
2,72.0,43.0,10.0,12.7,33,0,0
2,73.4,25.0,10.0,16.1,2,1,0
2,77.0,25.0,10.0,13.8,2,0,0
